item_id,english,de,es-CO,fr-CA,labels,nl
ToM-scene-16-q1-emotion_reasoning,How does Sophie feel about losing her shoe? ,"Wie fühlt sich Sophie, weil sie ihren Schuh verloren hat?",¿Cómo se siente Sofía por perder su zapato?,Comment Sophie se sent-elle après avoir perdu sa chaussure ? ,theory-of-mind,
ToM-scene-16-q2-emotion_reasoning,How would Sophie feel if she found her shoe?,"Wie würde sich Sophie fühlen, wenn sie ihren Schuh finden würde?",¿Cómo se sentiría Sofía si encontrara su zapato?,Comment Sophie se sentirait-elle si elle trouvait sa chaussure ?,theory-of-mind,
ToM-scene-16-q3-false_belief,Is it fair that Dad is mad at Sophie for losing her shoe?,"Ist es fair, dass Papa sauer auf Sophie ist, weil sie ihren Schuh verloren hat?",¿Es justo que papá se enfade con Sofía por haber perdido su zapato?,Est-ce juste que Papa soit fâché contre Sophie pour avoir perdu sa chaussure ?,theory-of-mind,
ToM-scene-16-q4-reference,Is Dad mad at James?,Ist Papa böse auf Jakob?,¿Está el papá enfadado con Jaime?,Papa est-il fâché contre James ?,theory-of-mind,
ToM-scene-16-q5-reference,Is Sophie mad at James?,Ist Sophie böse auf Jakob?,¿Está Sofía enfadada con Jaime?,Sophie est-elle fâchée contre James ?,theory-of-mind,
ToM-scene-16-q6-reference,Is Dad mad at Sophie now?,Ist Papa jetzt sauer auf Sophie?,¿Está el papá enfadado con Sofía ahora?,Papa est-il maintenant fâché contre Sophie ?,theory-of-mind,
ToM-scene-16-q7-reference,Is Dad mad at James now?,Ist Papa jetzt sauer auf Jakob?,¿Está el papá enfadado con Jaime ahora?,Papa est-il maintenant fâché contre James ?,theory-of-mind,
ToM-scene-16-q8-reference,Is Sophie mad at James now?,Ist Sophie jetzt sauer auf Jakob?,¿Está Sofía enfadada con Jaime ahora?,Sophie est-elle maintenant fâchée contre James ?,theory-of-mind,
ToM-scene-17-instruct1,"This is Mika. Mika’s mom owns a bookshop, and sometimes Mika helps out. Earlier today, Mika was organizing books on tables and shelves. Mika put a very large stack of blue books on the desk, a medium-sized stack of red books on the table, and a small stack of yellow books on the shelf.","Das ist Mika. Mikas Mutter hat eine Buchhandlung, und manchmal hilft Mika dort mit. Heute hat Mika die Bücher auf Tischen und Regalen sortiert. Mika hat einen sehr großen Stapel blauer Bücher auf den Schreibtisch gelegt, einen mittelgroßen Stapel roter Bücher auf den Tisch und einen kleinen Stapel gelber Bücher ins Regal.","Esta es Melisa. La madre de Melisa tiene una librería y Melisa a veces la ayuda. Hace un rato, Melisa estaba organizando unos libros en las mesas y biblioteca. Melisa puso una torre muy grande de libros azules en el escritorio, una torre mediana de libros rojos en la mesa y una torre pequeña de libros amarillos en la biblioteca.","Voici Mika. La mère de Mika possède une librairie et parfois Mika aide. Plus tôt aujourd'hui, Mika rangeait des livres sur les tables et les étagères. Mika a mis une pile très large de livres bleus sur le bureau, une pile de taille moyenne de livres rouges sur la table, et une petite pile de livres jaunes sur l'étagère.",theory-of-mind,
ToM-scene-17-instruct2,"Mika’s mom just walked in. Mom asks Mika for one of the books. Mika remembers where the book is, and tells mom, “The book is in the small stack!”","Mikas Mutter kommt gerade herein. Mama fragt Mika nach einem der Bücher. Mika erinnert sich, wo das Buch ist, und sagt zu Mama: „Das Buch ist in dem kleinen Stapel!“","La madre de Melisa acaba de entrar. La madre le pide a Melisa uno de los libros. Melisa recuerda dónde está ese libro y le dice a su mamá: ""¡El libro está en la torre pequeña!"".",La maman de Mika vient d'entrer. Maman demande à Mika un des livres. Mika se souvient où est le livre et dit à maman : « Le livre est dans la petite pile ! »,theory-of-mind,
ToM-scene-17-q1-reference,Which stack of books will mom look in?,In welchem Bücherstapel wird Mama nachsehen?,¿En cual torre de libros va a buscar la mamá?,Dans quelle pile de livres maman regardera-t-elle ?,theory-of-mind,
ToM-scene-17-q2-reality_check,Which stack of books was Mika talking about?,Welchen Bücherstapel hat Mika gemeint?,¿A cuál torre de libros se refería Melisa?,De quelle pile de livres parlait Mika ?,theory-of-mind,
ToM-scene-17-q3-emotion_reasoning,Mom looks in the wrong stack of books and can’t find the book that she wanted. How do you think Mom feels about not finding the book she wanted?,"Mama schaut in den falschen Stapel und findet das Buch nicht, das sie gesucht hat. Was glaubst du, wie Mama sich fühlt, wenn sie das gewünschte Buch nicht findet?",La mamá busca en la torre de libros equivocada y no encuentra el libro que quería. ¿Cómo crees que se siente la mamá al no encontrar el libro que quería?,Maman cherche dans la mauvaise pile de livres et ne trouve pas le livre qu'elle voulait. Comment pensez-vous que maman se sent de ne pas trouver le livre qu'elle voulait ?,theory-of-mind,
ToM-scene-17-q4-emotion_reasoning,How do you think Mom would feel if she could find the book she wanted?,"Was glaubst du, wie sie sich fühlen würde, wenn sie das Buch finden würde, das sie sucht?",¿Cómo crees que se sentiría la mamá si pudiera encontrar el libro que quería?,Comment pensez-vous que Maman se sentirait si elle pouvait trouver le livre qu'elle voulait?,theory-of-mind,
ToM-scene-18-instruct1,"George and Kat are playing together. They look outside and see a new toy shop across the street. Kat decides to go buy some new toys at the toy shop. Kat asks George what toy he would like to have, and George says he would like a new basketball.","Georg und Theresa spielen zusammen. Sie schauen nach draußen und sehen auf der anderen Straßenseite ein neues Spielzeuggeschäft. Theresa beschließt, ein paar neue Spielsachen in dem Geschäft zu kaufen. Theresa fragt Georg, welches Spielzeug er gerne hätte, und Georg sagt, er hätte gerne einen neuen Basketball.",Jorge y Catalina están jugando juntos. Miran fuera y ven una juguetería nueva al otro lado de la calle. Catalina decide ir a comprar juguetes a la juguetería. Catalina le pregunta a Jorge cuál juguete le gustaría tener y Jorge dice que le gustaría un balón de baloncesto nuevo.,"George et Kat jouent ensemble. Ils regardent dehors et voient un nouveau magasin de jouets de l'autre côté de la rue. Kat décide d'aller acheter de nouveaux jouets au magasin de jouets. Kat demande à George quel jouet il aimerait avoir, et George dit qu'il aimerait un nouveau ballon de basketball.",theory-of-mind,
ToM-scene-18-instruct2,"While Kat is walking to the toy shop, George changes his mind and yells to Kat, “Actually, can I please have some crayons?” But Kat did not hear George ask for crayons.","Während Theresa zum Spielzeugladen geht, ändert Georg seine Meinung und ruft Theresa zu: „Kann ich bitte ein paar Buntstifte haben?“ Aber Theresa hat nicht gehört, wie Georg nach Buntstiften gefragt hat.","Mientras Catalina caminaba a la juguetería, Jorge cambió de opinión y le gritó a Catalina: ""En realidad, ¿me compras unos colores, por favor?"". Pero Catalina no escuchó a Jorge pedir los colores.","Alors que Kat se rend au magasin de jouets, George change d'avis et crie à Kat: ""En fait, puis-je avoir des crayons s'il vous plaît?"" Mais Kat n'a pas entendu George demander des crayons.",theory-of-mind,
ToM-scene-18-instruct3,"Kat didn’t hear George say that he wanted crayons. So Kat thinks George wants a basketball. Kat goes to the toy shop, but then the shop owner says that they don’t have any basketballs! But they do have storybooks, so Kat buys a storybook for George instead.","Theresa hat Georg nicht sagen hören, dass er Buntstifte haben möchte. Deshalb glaubt Theresa, dass Georg sich einen Basketball wünscht. Theresa geht in den Spielzeugladen, aber der Ladenbesitzer sagt, dass sie keine Basketbälle haben! Aber sie haben Märchenbücher, also kauft Theresa stattdessen ein Märchenbuch für Georg.","Catalina no escuchó a Jorge decir que quería unos colores, así que Catalina piensa que Jorge quiere un balón de baloncesto. Catalina va a la juguetería, pero el dueño le dice aunque no tienen balones de baloncesto, sí tienen libros de cuentos. Catalina le compra un libro de cuentos a Jorge.","Kat n'a pas entendu George dire qu'il voulait des crayons. Alors Kat pense que George veut un ballon de basketball. Kat va au magasin de jouets, mais ensuite le propriétaire du magasin dit qu'ils n'ont pas de ballons de basketball! Mais ils ont des livres d'histoires, alors Kat achète un livre d'histoires pour George à la place.",theory-of-mind,
ToM-scene-18-instruct4,"Kat comes back and tells George, “I’m so sorry, I couldn’t buy you a basketball because the store didn’t have any.”","Theresa kommt zurück und sagt zu Georg: „Es tut mir so leid, ich konnte dir keinen Basketball kaufen, weil der Laden keinen hatte.“","Catalina vuelve y le dice a Jorge: ""Lo siento mucho, no pude comprarte un balón de baloncesto porque no los vendían en la tienda"".","Kat revient et dit à George: ""Je suis désolé, je n'ai pas pu t'acheter un ballon de basketball parce que le magasin n'en avait pas.""",theory-of-mind,
ToM-scene-18-instruct5,George is very happy to play with his new storybook.,"Georg ist sehr glücklich, dass er ein neues Bilderbuch hat.",Jorge está emocionado por leer su nuevo libro de cuentos.,George est très heureux de jouer avec son nouveau livre d'histoires.,theory-of-mind,
ToM-scene-18-q1-false_belief,Which toy does Kat think George wants from the toy shop?,"Welches Spielzeug, glaubt Theresa, möchte Georg aus dem Spielzeugladen haben?",¿Cuál juguete cree Catalina que Jorge quiere de la juguetería?,Quel jouet Kat pense-t-elle que George veut du magasin de jouets?,theory-of-mind,
ToM-scene-18-q2-false_belief,Does George know that Kat bought a storybook?,"Weiß Georg, dass Theresa ein Märchenbuch gekauft hat?",¿Jorge sabe que Catalina compró un libro de cuentos?,George sait-il que Kat a acheté un livre d'histoires?,theory-of-mind,
ToM-scene-18-q3-false_belief,What does George think Kat bought at the toy shop?,"Was glaubt Georg, was Theresa im Spielzeugladen gekauft hat?",¿Qué cree Jorge que Catalina compró en la juguetería?,Que pense George que Kat a acheté au magasin de jouets?,theory-of-mind,
ToM-scene-18-q4-reality_check,What toy does George want?,Welches Spielzeug wünscht sich Georg?,¿Cuál juguete quiere Jorge?,Quel jouet veut George?,theory-of-mind,
ToM-scene-18-q5-reality_check,What toy did Kat buy for George?,Welches Spielzeug hat Theresa für Georg gekauft?,¿Cuál juguete le compró Catalina a Jorge?,Quel jouet Kat a-t-elle acheté pour George?,theory-of-mind,
ToM-scene-8-instruct4,"Let’s see what she does. Oh look, here is Allie reaching for this pencil up on top of the shelf. And now Mike sees Allie reaching for that pencil... the pencil that is Mike's!","Schauen wir mal, was sie macht. Oh, sieh mal, hier greift Linda nach dem Bleistift oben auf dem Regal. Und jetzt sieht Tim, wie Linda nach dem Bleistift greift... dem Bleistift, der Tim gehört!","Veamos lo que hace. Oh, mira, aquí está Alejandra cogiendo este lápiz de encima del mueble. Y ahora Miguel ve a Alejandra cogiendo ese lápiz... ¡el lápiz que es de Miguel!","Voyons ce qu'elle fait. Oh, regardez, voici Allie qui tend la main vers ce crayon en haut de l'étagère. Et maintenant, Mike voit Allie tendre la main vers ce crayon... le crayon qui est à Mike !",theory-of-mind,
ToM-scene-8-q2-emotion_reasoning,How do you think Mike feels about Allie reaching for that pencil?,"Was glaubst du, wie Tim sich fühlt, wenn Linda nach dem Bleistift greift?",¿Cómo crees que se siente Miguel cuando Alejandra intenta coger ese lápiz?,Comment pensez-vous que Mike se sent en voyant Allie tendre la main vers ce crayon ?,theory-of-mind,
ToM-scene-8-q3-emotion_reasoning,How do you think Mike would feel if he had not seen Allie reaching for the pencil?,"Wie würde sich Tim wohl fühlen, wenn er nicht gesehen hätte, wie Linda nach dem Bleistift greift?",¿Cómo crees que se sentiría Miguel si no hubiera visto a Alejandra intentar coger el lápiz?,Comment pensez-vous que Mike se serait senti s'il n'avait pas vu Allie tendre la main vers le crayon ?,theory-of-mind,
ToM-scene-8-q4-false_belief,Is Allie being mean and naughty for taking Mike’s pencil?,"Ist es gemein und frech von Linda, dass sie Tims Bleistift genommen hat?",¿Alejandra está siendo mala y traviesa por coger el lápiz de Miguel?,Est-ce qu'Allie est méchante et malicieuse pour avoir pris le crayon de Mike ?,theory-of-mind,
ToM-scene-8-q5-false_belief,Should Allie get in trouble with the teacher for taking Mike’s pencil?,"Sollte Linda Ärger mit der Lehrerin bekommen, weil sie Tims Bleistift genommen hat?",¿Debería Alejandra meterse en problemas con el profesor por coger el lápiz de Miguel?,Allie devrait-elle avoir des ennuis avec l'enseignant pour avoir pris le crayon de Mike ?,theory-of-mind,
ToM-scene-8-q6-reality_check,Can you help Mike find his pencil? Is it on top of the shelf or behind the backpack shelf?,"Kannst du Tim helfen, seinen Bleistift zu finden? Liegt er oben auf dem Regal oder hinter dem Rucksackregal?",¿Puedes ayudarle a Miguel a encontrar su lápiz? ¿Está encima de la repisa o detrás del mueble de maletas?,Can you help Mike find his pencil? Is it on top of the shelf or behind the backpack shelf?,theory-of-mind,
ToM-scene-8-q7-reality_check,Can you help Allie find her pencil? Is it on top of the shelf or behind the backpack shelf?,"Kannst du Linda helfen, ihren Bleistift zu finden? Liegt er oben auf dem Regal oder hinter dem Rucksackregal?",¿Puedes ayudarle a Alejandra a encontrar su lápiz? ¿Está encima de la repisa o detrás del mueble de maletas?,Can you help Allie find her pencil? Is it on top of the shelf or behind the backpack shelf?,theory-of-mind,
