item_id,labels,en,de,nl,context,es-CO,fr-CA,de-CH,es-AR
trog-item-34,trog,the lady is carrying him,die Dame trägt ihn,,,,,die Dame trägt ihn,la señora lo lleva en los brazos
trog-item-35,trog,he is sitting in the tree,er sitzt auf dem Baum,,,,,er sitzt auf dem Baum,él está sentado en el árbol
trog-item-36,trog,the horse is looking at her,das Pferd sieht sie an,,,,,das Pferd sieht sie an,el caballo la mira
trog-item-37,trog,the cats look at the ball,die Katzen schauen auf den Ball,,,,,die Katzen schauen auf den Ball,los gatos miran la pelota
trog-item-38,trog,the boy stands on the chairs,der Junge steht auf den Stühlen,,,,,der Junge steht auf den Stühlen,el chico se para encima de las sillas
trog-item-39,trog,the boys pick the apples,die Jungen pflücken die Äpfel,,,,,die Jungen pflücken die Äpfel,los chicos recogen las manzanas
trog-item-40,trog,the girl drops the cups,das Mädchen lässt die Tassen fallen,,,,,das Mädchen lässt die Tassen fallen,la chica deja caer las tazas
trog-item-41,trog,the fork is longer than the pencil,die Gabel ist länger als der Bleistift,,,,,die Gabel ist länger als der Bleistift,el tenedor es más largo que el lápiz
trog-item-42,trog,the box is bigger than the cup,die Schachtel ist größer als die Tasse,,,,,die Schachtel ist größer als die Tasse,la caja es más grande que la taza
trog-item-43,trog,the shoe is bigger than the bird,der Schuh ist größer als der Vogel,,,,,der Schuh ist größer als der Vogel,el zapato es más grande que el pájaro
trog-item-44,trog,the horse is taller than the wall,das Pferd ist größer als die Mauer,,,,,das Pferd ist größer als die Mauer,el caballo es más alto que la pared
trog-item-45,trog,the girl is chased by the horse,das Mädchen wird vom Pferd gejagt,,,,,das Mädchen wird vom Pferd gejagt,la chica es perseguida por el caballo
trog-item-46,trog,the elephant is pushed by the boy,der Elefant wird von dem Jungen geschoben,,,,,der Elefant wird von dem Jungen geschoben,el elefante es empujado por el chico
trog-item-47,trog,the horse is chased by the man,das Pferd wird von dem Mann gejagt,,,,,das Pferd wird von dem Mann gejagt,el caballo es perseguido por el hombre
trog-item-48,trog,the cow is pushed by the man,die Kuh wird von dem Mann geschoben,,,,,die Kuh wird von dem Mann geschoben,la vaca es empujada por el hombre
trog-item-49,trog,the cup is in the box,die Tasse ist in der Schachtel,,,,,die Tasse ist in der Schachtel,la taza está en la caja
trog-item-50,trog,the pencil is on the box,der Bleistift ist auf der Schachtel,,,,,der Bleistift ist auf der Schachtel,el lápiz está encima de la caja
trog-item-51,trog,the circle is in the star,der Kreis ist im Stern,,,,,der Kreis ist im Stern,el círculo está en la estrella
trog-item-52,trog,the fork is on the shoe,die Gabel ist auf dem Schuh,,,,,die Gabel ist auf dem Schuh,el tenedor está encima del zapato
trog-item-53,trog,the boy chasing the horse is tall,"der Junge, der das Pferd jagt, ist groß",,,,,"der Junge, der das Pferd jagt, ist groß",el chico que persigue al caballo es alto
trog-item-54,trog,the pencil on the shoe is blue,der Bleistift auf dem Schuh ist blau,,,,,der Bleistift auf dem Schuh ist blau,el lápiz que está encima del zapato es azul
trog-item-55,trog,the cow chasing the cat is brown,"die Kuh, die die Katze jagt, ist braun",,,,,"die Kuh, die die Katze jagt, ist braun",la vaca que persigue al gato es marrón
trog-item-56,trog,the circle in the star is yellow,der Kreis im Stern ist gelb,,,,,der Kreis im Stern ist gelb,el círculo en la estrella es amarillo
trog-item-57,trog,the box but not the chair is red,"die Schachtel, aber nicht der Stuhl ist rot",,,,,"die Schachtel, aber nicht der Stuhl ist rot","la caja es roja, pero la silla no"
trog-item-58,trog,the cat is big but not black,"die Katze ist groß, aber nicht schwarz",,,,,"die Katze ist groß, aber nicht schwarz","el gato es grande, pero no es negro"
trog-item-59,trog,the horse but not the boy is standing,"das Pferd, aber nicht der Junge, steht",,,,,"das Pferd, aber nicht der Junge, steht","el caballo está parado, pero el chico no"
trog-item-60,trog,the boy is sitting but not eating,"der Junge sitzt, aber er isst nichts",,,,,"der Junge sitzt, aber er isst nichts","el chico está sentado, pero no está comiendo"
trog-item-61,trog,the pencil is above the flower,der Bleistift ist über der Blume,,,,,der Bleistift ist über der Blume,el lápiz está arriba de la flor
trog-item-62,trog,the comb is below the spoon,der Kamm ist unter dem Löffel,,,,,der Kamm ist unter dem Löffel,el peine está debajo de la cuchara
trog-item-63,trog,the star is above the circle,der Stern ist über dem Kreis,,,,,der Stern ist über dem Kreis,la estrella está arriba del círculo
trog-item-64,trog,the square is below the star,das Quadrat ist unter dem Stern,,,,,das Quadrat ist unter dem Stern,el cuadrado está debajo de la estrella
trog-item-65,trog,not only the bird but also the flower is blue,"nicht nur der Vogel, sondern auch die Blume ist blau",,,,,"nicht nur der Vogel, sondern auch die Blume ist blau","no sólo el pájaro, también la flor es azul."
trog-item-66,trog,the box is not only big but also blue,"die Box ist nicht nur groß, sondern auch blau",,,,,"die Box ist nicht nur groß, sondern auch blau","la caja no sólo es grande, sino también azul"
trog-item-67,trog,not only the girl but also the cat is sitting,"nicht nur das Mädchen, sondern auch die Katze sitzt",,,,,"nicht nur das Mädchen, sondern auch die Katze sitzt","no sólo la chica, también el gato está sentado."
trog-item-68,trog,the girl has not only food but also a drink,"das Mädchen hat nicht nur Essen, sondern auch ein Getränk",,,,,"das Mädchen hat nicht nur Essen, sondern auch ein Getränk","la chica no solo tiene comida, sino también bebida"
trog-item-69,trog,the pencil is on the book that is yellow,"der Bleistift ist auf dem Buch, das gelb ist",,,,,"der Bleistift ist auf dem Buch, das gelb ist",el lápiz está encima del libro que es amarillo
trog-item-70,trog,the girl chases the dog that is big,"das Mädchen jagt den Hund, der groß ist",,,,,"das Mädchen jagt den Hund, der groß ist",la chica persigue al perro que es grande
trog-item-71,trog,the square is in the star that is blue,"das Quadrat ist in dem Stern, der blau ist",,,,,"das Quadrat ist in dem Stern, der blau ist",el cuadrado está en la estrella que es azul
trog-item-72,trog,the dog chases the horse that is brown,"der Hund jagt das Pferd, das braun ist",,,,,"der Hund jagt das Pferd, das braun ist",el perro persigue al caballo que es marrón
trog-item-73,trog,neither the dog nor the ball is brown,weder der Hund noch der Ball sind braun,,,,,weder der Hund noch der Ball sind braun,ni el perro ni la pelota son marrones
trog-item-74,trog,the pencil is neither long nor red,der Bleistift ist weder lang noch rot,,,,,der Bleistift ist weder lang noch rot,el lápiz no es largo ni rojo
trog-item-75,trog,neither the boy nor the horse is running,weder der Junge noch das Pferd rennt,,,,,weder der Junge noch das Pferd rennt,ni el chico ni el caballo están corriendo
trog-item-76,trog,the boy has neither hat nor shoes,der Junge hat weder Hut noch Schuhe,,,,,der Junge hat weder Hut noch Schuhe,el chico no tiene ni sombrero ni zapatos
trog-item-77,trog,the book the pencil is on is red,"das Buch, auf dem der Bleistift liegt, ist rot",,,,,"das Buch, auf dem der Bleistift liegt, ist rot",el libro encima del que está el lápiz es rojo
trog-item-78,trog,the cat the cow chases is black,"die Katze, die die Kuh jagt, ist schwarz",,,,,"die Katze, die die Kuh jagt, ist schwarz",el gato que la vaca persigue es negro
trog-item-79,trog,the circle the star is in is red,"der Kreis, in dem sich der Stern befindet, ist rot",,,,,"der Kreis, in dem sich der Stern befindet, ist rot","el círculo, en el que está la estrella, es rojo"
trog-item-80,trog,the boy the dog chases is big,"der Junge, den der Hund jagt, ist groß",,,,,"der Junge, den der Hund jagt, ist groß",el chico que el perro persigue es grande
trog-item-81,trog,the horse drank water by the barn and the sheep ate grass by the fence,Das Pferd trank Wasser bei der Scheune und das Schaf fraß Gras am Zaun.,,,,,Das Pferd trank Wasser bei der Scheune und das Schaf fraß Gras am Zaun.,el caballo bebía agua junto al granero y la oveja comía pasto junto a la cerca
trog-item-82,trog,the student opened the notebook and drew a tree,der Schüler öffnete das Heft und zeichnete einen Baum,,,,,der Schüler öffnete das Heft und zeichnete einen Baum,el estudiante abrió el cuaderno y dibujó un árbol
trog-item-83,trog,we will have a picnic in the park if it is sunny,"Wenn es sonnig ist, werden wir im Park ein Picknick machen.",,,,,"Wenn es sonnig ist, werden wir im Park ein Picknick machen.",haremos un picnic en el parque si hace sol
trog-item-84,trog,he found his keys under the couch with the pillows,er fand seine Schlüssel unter der Couch mit den Kissen,,,,,er fand seine Schlüssel unter der Couch mit den Kissen,encontró sus llaves debajo del sofá con cojines
trog-item-85,trog,she is the gardener who wears the hat that has a flower,"sie ist die Gärtnerin, die den Hut mit einer Blume trägt",,,,,"sie ist die Gärtnerin, die den Hut mit einer Blume trägt",ella es la jardinera que usa un sombrero que tiene una flor
trog-item-86,trog,She tripped on a rock and dropped her books.,Sie stolperte über einen Stein und ließ ihre Bücher fallen.,,,,,Sie stolperte über einen Stein und ließ ihre Bücher fallen.,Ella tropezó con una piedra y dejó caer sus libros.
trog-item-87,trog,The teacher will give the students cake if they stand in a line.,"Die Lehrerin gibt den Schülern Kuchen, wenn sie in einer Reihe stehen.",,,,,"Die Lehrerin gibt den Schülern Kuchen, wenn sie in einer Reihe stehen.",La maestra les va a dar pastel a los estudiantes si se forman en fila.
trog-item-88,trog,We will dance together if there is music playing.,"Wir tanzen zusammen, wenn Musik läuft.",,,,,"Wir tanzen zusammen, wenn Musik läuft.",Bailaremos juntos si hay música sonando.
trog-item-89,trog,"Although it is hot outside, I am wearing a jacket with a hood.","Obwohl es draußen heiß ist, trage ich eine Jacke mit Kapuze.",,,,,"Obwohl es draußen heiß ist, trage ich eine Jacke mit Kapuze.","Aunque hace calor afuera, estoy usando una chaqueta con capucha."
trog-item-90,trog,"He likes swimming. However, he chose to play soccer with his friends.","Er schwimmt gerne, aber er hat sich entschieden, mit seinen Freunden Fußball zu spielen.",,,,,"Er schwimmt gerne, aber er hat sich entschieden, mit seinen Freunden Fußball zu spielen.","Le gusta nadar. Sin embargo, eligió jugar fútbol con sus amigos."
trog-item-91,trog,"Despite the noise in the classroom, she focused on reading her notebook.",Trotz des Lärms im Klassenzimmer konzentrierte sie sich auf das Lesen ihres Heftes.,,,,,Trotz des Lärms im Klassenzimmer konzentrierte sie sich auf das Lesen ihres Heftes.,"A pesar del ruido en el salón, ella se concentró en leer su cuaderno."
trog-item-92,trog,He wore the clown's hat despite its large size.,"Er trug die Mütze vom Clown, obwohl sie so groß ist.",,,,,"Er trug die Mütze vom Clown, obwohl sie so groß ist.",Él usó el sombrero de payaso a pesar de su gran tamaño.
trog-item-93,trog,The duck following the turtle is walking across the bridge.,"Die Ente, die der Schildkröte folgt, geht über die Brücke.",,,,,"Die Ente, die der Schildkröte folgt, geht über die Brücke.",El pato que sigue a la tortuga está caminando por el puente.
trog-item-94,trog,Bumping the table with my foot caused a book to fall.,Beim Anstoßen des Tisches mit meinem Fuß ist ein Buch heruntergefallen.,,,,,Beim Anstoßen des Tisches mit meinem Fuß ist ein Buch heruntergefallen.,Por golpear la mesa con mi pie se cayó un libro
trog-item-95,trog,The person chases the dog that is big.,"Die Person jagt den Hund, der groß ist.",,,,,"Die Person jagt den Hund, der groß ist.",La persona persigue al perro que es grande.
trog-item-96,trog,The girl wearing a backpack was shown a flower by her friend.,"Dem Mädchen, das einen Rucksack trägt, wurde von seiner Freundin eine Blume gezeigt.",,,,,"Dem Mädchen, das einen Rucksack trägt, wurde von seiner Freundin eine Blume gezeigt.",A la chica que llevaba el morral su amiga le mostró una flor.
trog-item-97,trog,"The kids cleaned the room, but forgot to put away the train.","Die Kinder haben das Zimmer aufgeräumt, aber haben vergessen, die Eisenbahn wegzustellen.",,,,,"Die Kinder haben das Zimmer aufgeräumt, aber haben vergessen, die Eisenbahn wegzustellen.","Los chicos limpiaron la habitación, pero olvidaron guardar el tren."
trog-item-98,trog,The monkey neither ate the banana nor swung on the vine.,Der Affe hat weder die Banane gegessen noch sich an der Liane geschwungen.,,,,,Der Affe hat weder die Banane gegessen noch sich an der Liane geschwungen.,El mono no se comió la banana ni se columpió en la liana.
trog-item-99,trog,"Her mom said it would be sunny. However, it rained heavily.","Ihre Mutter sagte, es würde sonnig sein. Aber es regnete stark.",,,,,"Ihre Mutter sagte, es würde sonnig sein. Aber es regnete stark.","Su mamá dijo que haría sol. Sin embargo, llovió muchísimo."
trog-item-100,trog,The plane that is gray is above the clouds.,"Das Flugzeug, das grau ist, befindet sich über den Wolken.",,,,,"Das Flugzeug, das grau ist, befindet sich über den Wolken.",El avión que es gris está arriba de las nubes.
trog-item-101,trog,The fish swim beneath a whale and a sea turtle.,Die Fische schwimmen unter einem Wal und einer Meeresschildkröte.,,,,,Die Fische schwimmen unter einem Wal und einer Meeresschildkröte.,Los peces nadan debajo de una ballena y una tortuga marina.
trog-item-102,trog,The car that the truck followed is driving toward the tunnel.,"Das Auto, das dem der Lastwagen gefolgt ist, fährt auf den Tunnel zu.",,,,,"Das Auto, das dem der Lastwagen gefolgt ist, fährt auf den Tunnel zu.",El auto al que siguió el camión va hacia el túnel.
trog-item-103,trog,Instead of doing homework she did a puzzle in her room.,"Anstatt Hausaufgaben zu machen, hat sie in ihrem Zimmer ein Puzzle gemacht.",,,,,"Anstatt Hausaufgaben zu machen, hat sie in ihrem Zimmer ein Puzzle gemacht.","En vez de hacer la tarea, ella hizo un rompecabezas en su habitación."
yes,theory-of-mind,yes,ja,,,,,ja,sí
no,theory-of-mind,no,nein,,,,,nein,no
happy,theory-of-mind,happy,glücklich,,,,,glücklich,feliz
sad,theory-of-mind,sad,traurig,,,,,traurig,triste
angry,theory-of-mind,angry,wütend,,,,,wütend,enojado
