identifier,labels,en,es-CO,de,fr-CA,nl,context
trog-item-28,trog,the elephant is carrying them,el elefante está llevandolos,der Elefant trägt sie,the elephant is carrying them,de olifant draagt ze,"trog-item-28
Es-co complete, de still needs review."
trog-item-29,trog,the girl is pushing the horse,la niña está empujando al caballo,das Mädchen schiebt das Pferd,the girl is pushing the horse,het meisje duwt het paard,"trog-item-29
Es-co complete, de still needs review."
trog-item-30,trog,the boy is chasing the sheep,el niño persigue a la oveja,der Junge jagt das Schaf,the boy is chasing the sheep,de jongen jaagt op de schapen,"trog-item-30
Es-co complete, de still needs review."
trog-item-31,trog,the man is chasing the dog,el hombre persigue al perro,der Mann jagt den Hund,the man is chasing the dog,de man jaagt op de hond,"trog-item-31
Es-co complete, de still needs review."
trog-item-32,trog,the cow is pushing the lady,la vaca está empujando a la señora,die Kuh schiebt die Dame,the cow is pushing the lady,de koe duwt de dame,"trog-item-32
Es-co complete, de still needs review."
trog-item-33,trog,she is sitting on the chair,ella está sentada en la silla,sie sitzt auf dem Stuhl.,she is sitting on the chair,ze zit op de stoel,"trog-item-33
Es-co complete, de still needs review."
trog-item-34,trog,the lady is carrying him,la señora lo está cargando,die Dame trägt ihn,the lady is carrying him,de dame draagt hem,"trog-item-34
Es-co complete, de still needs review."
trog-item-35,trog,he is sitting in the tree,él está sentado en el árbol,er sitzt auf dem Baum,he is sitting in the tree,hij zit in de boom,"trog-item-35
Es-co complete, de still needs review."
trog-item-36,trog,the horse is looking at her,el caballo la está mirando,das Pferd sieht sie an,the horse is looking at her,het paard kijkt naar haar,"trog-item-36
Es-co complete, de still needs review."
trog-item-37,trog,the cats look at the ball,los gatos miran la pelota,die Katzen schauen auf den Ball,the cats look at the ball,de katten kijken naar de bal,"trog-item-37
Es-co complete, de still needs review."
trog-item-38,trog,the boy stands on the chairs,el niño se para encima de las sillas,der Junge steht auf den Stühlen,the boy stands on the chairs,de jongen staat op de stoelen,"trog-item-38
Es-co complete, de still needs review."
trog-item-39,trog,the boys pick the apples,los niños recogen las manzanas,die Jungen pflücken die Äpfel,the boys pick the apples,de jongens plukken de appels,"trog-item-39
Es-co complete, de still needs review."
trog-item-40,trog,the girl drops the cups,la niña deja caer las tazas,das Mädchen lässt die Tassen fallen,the girl drops the cups,het meisje laat de kopjes vallen,"trog-item-40
Es-co complete, de still needs review."
trog-item-41,trog,the fork is longer than the pencil,el tenedor es más largo que el lápiz,die Gabel ist länger als der Bleistift,the fork is longer than the pencil,de vork is langer dan het potlood,"trog-item-41
Es-co complete, de still needs review."
trog-item-42,trog,the box is bigger than the cup,la caja es más grande que la taza,die Schachtel ist größer als die Tasse,the box is bigger than the cup,de doos is groter dan de beker,"trog-item-42
Es-co complete, de still needs review."
trog-item-43,trog,the shoe is bigger than the bird,el zapato es más grande que el pájaro,der Schuh ist größer als der Vogel,the shoe is bigger than the bird,de schoen is groter dan de vogel,"trog-item-43
Es-co complete, de still needs review."
trog-item-44,trog,the horse is taller than the wall,el caballo es más alto que la pared,das Pferd ist größer als die Mauer,the horse is taller than the wall,het paard is groter dan de muur,"trog-item-44
Es-co complete, de still needs review."
trog-item-45,trog,the girl is chased by the horse,la niña es perseguida por el caballo,das Mädchen wird vom Pferd gejagt,the girl is chased by the horse,het meisje wordt achtervolgd door het paard,"trog-item-45
Es-co complete, de still needs review."
trog-item-46,trog,the elephant is pushed by the boy,el elefante es empujado por el niño,der Elefant wird von dem Jungen geschoben,the elephant is pushed by the boy,de olifant wordt door de jongen geduwd,"trog-item-46
Es-co complete, de still needs review."
trog-item-47,trog,the horse is chased by the man,el caballo es perseguido por el hombre,das Pferd wird von dem Mann gejagt,the horse is chased by the man,het paard wordt achtervolgd door de man,"trog-item-47
Es-co complete, de still needs review."
trog-item-48,trog,the cow is pushed by the man,la vaca es empujada por el hombre,die Kuh wird von dem Mann geschoben,the cow is pushed by the man,de koe wordt door de man geduwd,"trog-item-48
Es-co complete, de still needs review."
trog-item-49,trog,the cup is in the box,la taza está en la caja,die Tasse ist in der Schachtel,the cup is in the box,de beker zit in de doos,"trog-item-49
Es-co complete, de still needs review."
trog-item-50,trog,the pencil is on the box,el lápiz está encima de la caja,der Bleistift ist auf der Schachtel,the pencil is on the box,het potlood staat op de doos,"trog-item-50
Es-co complete, de still needs review."
trog-item-51,trog,the circle is in the star,el círculo está en la estrella,der Kreis ist im Stern,the circle is in the star,de cirkel is in de ster,"trog-item-51
Es-co complete, de still needs review."
trog-item-52,trog,the fork is on the shoe,el tenedor está encima del zapato,die Gabel ist auf dem Schuh,the fork is on the shoe,de vork zit op de schoen,"trog-item-52
Es-co complete, de still needs review."
trog-item-53,trog,the boy chasing the horse is tall,el niño que persigue al caballo es alto,"der Junge, der das Pferd jagt, ist groß",the boy chasing the horse is tall,de jongen die het paard achtervolgt is lang,"trog-item-53
Es-co complete, de still needs review."
trog-item-54,trog,the pencil on the shoe is blue,el lápiz encima del zapato es azul,der Bleistift auf dem Schuh ist blau,the pencil on the shoe is blue,het potlood op de schoen is blauw,"trog-item-54
Es-co complete, de still needs review."
trog-item-55,trog,the cow chasing the cat is brown,la vaca que persigue al gato es marrón,"die Kuh, die die Katze jagt, ist braun",the cow chasing the cat is brown,de koe die de kat achtervolgt is bruin,"trog-item-55
Es-co complete, de still needs review."
trog-item-56,trog,the circle in the star is yellow,el círculo en la estrella es amarillo,der Kreis im Stern ist gelb,the circle in the star is yellow,de cirkel in de ster is geel,"trog-item-56
Es-co complete, de still needs review."
trog-item-57,trog,the box but not the chair is red,"la caja es roja, pero no la silla","die Schachtel, aber nicht der Stuhl ist rot",the box but not the chair is red,de doos maar niet de stoel is rood,"trog-item-57
Es-co complete, de still needs review."
trog-item-58,trog,the cat is big but not black,el gato es grande pero no negro,"die Katze ist groß, aber nicht schwarz",the cat is big but not black,de kat is groot maar niet zwart,"trog-item-58
Es-co complete, de still needs review."
trog-item-59,trog,the horse but not the boy is standing,"el caballo está parado, pero no el niño","das Pferd, aber nicht der Junge, steht",the horse but not the boy is standing,het paard maar niet de jongen staat,"trog-item-59
Es-co complete, de still needs review."
trog-item-60,trog,the boy is sitting but not eating,"el niño está sentado, pero no está comiendo","der Junge sitzt, aber er isst nichts",the boy is sitting but not eating,de jongen zit maar eet niet,"trog-item-60
Es-co complete, de still needs review."
trog-item-61,trog,the pencil is above the flower,el lápiz está arriba de la flor,der Bleistift ist über der Blume,the pencil is above the flower,het potlood staat boven de bloem,"trog-item-61
Es-co complete, de still needs review."
trog-item-62,trog,the comb is below the spoon,el peine está debajo de la cuchara,der Kamm ist unter dem Löffel,the comb is below the spoon,de kam zit onder de lepel,"trog-item-62
Es-co complete, de still needs review."
trog-item-63,trog,the star is above the circle,la estrella está arriba del círculo,der Stern ist über dem Kreis,the star is above the circle,de ster staat boven de cirkel,"trog-item-63
Es-co complete, de still needs review."
trog-item-64,trog,the square is below the star,el cuadrado está debajo de la estrella,das Quadrat ist unter dem Stern,the square is below the star,het vierkant staat onder de ster,"trog-item-64
Es-co complete, de still needs review."
trog-item-65,trog,not only the bird but also the flower is blue,"no sólo el pájaro, también la flor es azul.","nicht nur der Vogel, sondern auch die Blume ist blau",not only the bird but also the flower is blue,niet alleen de vogel maar ook de bloem is blauw,"trog-item-65
Es-co complete, de still needs review."
trog-item-66,trog,the box is not only big but also blue,"la caja no sólo es grande, sino también azul","die Box ist nicht nur groß, sondern auch blau",the box is not only big but also blue,de doos is niet alleen groot maar ook blauw,"trog-item-66
Es-co complete, de still needs review."
trog-item-67,trog,not only the girl but also the cat is sitting,"no sólo la niña, también el gato está sentado.","nicht nur das Mädchen, sondern auch die Katze sitzt",not only the girl but also the cat is sitting,niet alleen het meisje maar ook de kat zit,"trog-item-67
Es-co complete, de still needs review."
trog-item-68,trog,the girl has not only food but also a drink,"la niña no solo tiene comida, sino también bebida","das Mädchen hat nicht nur Essen, sondern auch ein Getränk",the girl has not only food but also a drink,het meisje heeft niet alleen eten maar ook drinken,"trog-item-68
Es-co complete, de still needs review."
trog-item-69,trog,the pencil is on the book that is yellow,el lápiz está encima del libro que es amarillo,"der Bleistift ist auf dem Buch, das gelb ist",the pencil is on the book that is yellow,het potlood staat op het boek dat geel is,"trog-item-69
Es-co complete, de still needs review."
trog-item-70,trog,the girl chases the dog that is big,la niña persigue al perro que es grande,"das Mädchen jagt den Hund, der groß ist",the girl chases the dog that is big,het meisje jaagt op de grote hond,"trog-item-70
Es-co complete, de still needs review."
trog-item-71,trog,the square is in the star that is blue,el cuadrado está en la estrella que es azul,"das Quadrat ist in dem Stern, der blau ist",the square is in the star that is blue,het vierkant zit in de ster die blauw is,"trog-item-71
Es-co complete, de still needs review."
trog-item-72,trog,the dog chases the horse that is brown,el perro persigue al caballo que es marrón,"der Hund jagt das Pferd, das braun ist",the dog chases the horse that is brown,de hond jaagt op het paard dat bruin is,"trog-item-72
Es-co complete, de still needs review."
trog-item-73,trog,neither the dog nor the ball is brown,ni el perro ni la pelota son marrones,weder der Hund noch der Ball sind braun,neither the dog nor the ball is brown,noch de hond noch de bal is bruin,"trog-item-73
Es-co complete, de still needs review."
